brand_name,company_name,industry_name,kmeans_cluster,hierarchical_cluster,dbscan_cluster,segment_label,initial_greenwashing_level,scope12_total,revenues,country_of_origin,electric_vehicles_percent,major_sustainability_award_last5y
Promised Land,Grupo Lala,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,585405,3158,United States,1,0
Pronto,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Propel,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Prosaro,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Proudly Wisconsin Cheese,Associated Milk Producers Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,1600,United States,1,0
Provigo,Loblaw Cos. Ltd.,Food Retailers & Distributors,0,0,3,CL-01,0.6,1114352,56500,United States,1,0
Publix,Publix Super Markets,Food Retailers & Distributors,0,0,-1,CL-01,1.0,0,54500,United States,1,0
Publix Premium Brands Holdings Corp.,Publix Super Markets,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,54500,United States,1,0
Pueblo Lindo,Aldi U.S.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,121100,United States,1,0
Puffins,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Puffs,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
PumpStart,QuikTrip Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20300,United States,1,0
Pup-Peroni,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Pure Harmony,"Topco Associates, LLC",Processed Foods,0,0,1,CL-01,1.0,0,3500,United States,1,0
Pure Life,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Pure Prime,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
PureICE,"Revlon, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,2079,United States,1,0
PureJoy,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,6045,United States,1,0
PureSelect,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Purina,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Puro Blu,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,6045,United States,1,0
Puroma,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Purple Cow,Meijer Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20500,United States,1,0
Pyrel,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Q-tips,"Diversey Holdings, Ltd.",Chemicals,1,0,5,CL-01,0.0,24832,2619,United States,1,0
QFC,Kroger Co.,Food Retailers & Distributors,0,0,3,CL-01,0.0,4894705,42639,United States,1,0
Qlaira,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
QT,QuikTrip Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20300,United States,1,0
QT Kitchens,QuikTrip Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20300,United States,1,0
QT Select Blend,QuikTrip Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20300,United States,1,0
QT Twister,QuikTrip Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20300,United States,1,0
QTea,QuikTrip Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20300,United States,1,0
Qtela,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Quaker,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,-1,CL-01,0.0,4231588,86392,United States,1,0
Quality Day,Soriana,Food Retailers & Distributors,0,0,3,CL-01,0.0,937508,157000,United States,1,0
Quality Fast Foods,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
Quality Street,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Quebon,Agropur Dairy Cooperative,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,446281,8200,United States,1,0
Quero,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Quik Stop,EG Group,Food Retailers & Distributors,0,0,3,CL-01,0.0,356723,26510,United States,1,0
QuikShake,QuikTrip Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20300,United States,1,0
QuikTrip,QuikTrip Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20300,United States,1,0
Quilmes,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Quisp,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Quo,Loblaw Cos. Ltd.,Food Retailers & Distributors,0,0,3,CL-01,0.6,1114352,56500,United States,1,0
R.W. Knudsen Family,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
RaceTrac,RaceTrac,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,19700,United States,1,0
Raceway,RaceTrac,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,19700,United States,1,0
Rachael Ray Nutrish,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Raffaello,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Ragú,Mizkan,Processed Foods,0,0,1,CL-01,1.0,0,2066,United States,1,0
Raid,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Rain Blo,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Rain-Blo,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Rainbow Light,Clorox Company,Household & Personal Products,0,0,1,CL-01,0.0,91887,7107,United States,1,0
Raise the Roost,7-Eleven Inc.,Food Retailers & Distributors,0,0,3,CL-01,0.0,2685885,86830,United States,1,0
Raised & Rooted,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Raisen Nut Bran,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Raisin Bran Crunch,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Raisinets,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Raley's Supermarkets,Raley's Supermarkets,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,5300,United States,1,0
Raleys One Market,Raley's Supermarkets,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,5300,United States,1,0
Rally,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Ralphs,Kroger Co.,Food Retailers & Distributors,0,0,3,CL-01,0.0,4894705,42639,United States,1,0
Ramen,Nissin Foods,Processed Foods,0,0,1,CL-01,0.0,134448,5000,United States,1,0
Ranch Style,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Rancho Zabaco,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Rao's Homemade,"Sovos Brands, Inc.",Processed Foods,0,0,1,CL-01,1.0,0,719,United States,1,0
Raskas,Schreiber Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,5000,United States,1,0
Rath,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Ravenna Home,Amazon,E-commerce,1,0,-1,CL-01,0.0,17060000,513980,United States,1,0
RC Cola,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Read,Seneca Foods Corporation,Processed Foods,0,0,1,CL-01,1.0,0,1385,United States,1,0
Readi-Bake,J&J Snack Foods Corp.,Processed Foods,0,0,1,CL-01,1.0,0,1145,United States,1,0
Ready Brek,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Ready Pac Foods,Bonduelle N.A.,Processed Foods,0,0,1,CL-01,0.0,153619,2203,United States,1,0
Real Canadian Superstore,Loblaw Cos. Ltd.,Food Retailers & Distributors,0,0,3,CL-01,0.6,1114352,56500,United States,1,0
Real Dairy,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
ReaLemon,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Recharge,"Rodan & Fields, LLC",Household & Personal Products,0,0,1,CL-01,0.0,336,600,United States,1,0
Red Baron,CJ Cheiljedang Corporation,Processed Foods,0,0,1,CL-01,0.0,429374,30000,United States,1,0
Red Bicyclette,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Red Bull,Red Bull,Non-Alcoholic Beverages,0,0,3,CL-01,1.0,0,11000,United States,1,0
Red Flash,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,United States,1,0
Red Gum Creek,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Red Hots,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Red Rock Winery,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Redbridge,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Redd's Hard Apple,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Reddi Wip,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Redefine,"Rodan & Fields, LLC",Household & Personal Products,0,0,1,CL-01,0.0,336,600,United States,1,0
Redoxon,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Redwood Creek,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Reese's,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Reese's Puffs,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Reeves Farms,Blue Apron,E-commerce,1,0,-1,CL-01,0.0,124000,470,United States,1,0
Regaine,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Regia,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Regina,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Reis-fit,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Reliance,Sysco,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,78800,United States,1,0
Renew Life,Clorox Company,Household & Personal Products,0,0,1,CL-01,0.0,91887,7107,United States,1,0
Rennie,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
RepHresh,"Church & Dwight Co., Inc.",Household & Personal Products,0,0,1,CL-01,0.6,99310,5190,United States,1,0
Replens,"Church & Dwight Co., Inc.",Household & Personal Products,0,0,1,CL-01,0.6,99310,5190,United States,1,0
Reser's Baja Café,"Reser's Fine Foods, Inc.",Processed Foods,0,0,1,CL-01,1.0,0,1300,United States,1,0
Reser's Fine Foods,"Reser's Fine Foods, Inc.",Processed Foods,0,0,1,CL-01,1.0,0,1300,United States,1,0
Reser's Foodservice,"Reser's Fine Foods, Inc.",Processed Foods,0,0,1,CL-01,1.0,0,1300,United States,1,0
Reserve,"Jeunesse Global, LLC",Household & Personal Products,0,0,1,CL-01,1.0,0,1300,United States,1,0
Resource,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Retail Business Services,Ahold Delhaize USA,Food Retailers & Distributors,0,0,3,CL-01,0.0,2679000,91646,United States,1,0
Reuben,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Revel Eat,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Reverse,"Rodan & Fields, LLC",Household & Personal Products,0,0,1,CL-01,0.0,336,600,United States,1,0
Revlon,"Revlon, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,2079,United States,1,0
Revolver,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Rey Azul,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,United States,1,0
Rhinocort,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Rice Chex,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Rice Dream,Hain Celestial Group Inc.,Processed Foods,0,0,1,CL-01,0.0,43621,2054,United States,1,0
Rice Krispies,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Rice Krispies Treats,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Rice Select,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Rice-A-Roni,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Riceland,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Rich Products,Rich Products Corporation,Processed Foods,0,0,1,CL-01,1.0,0,4000,United States,1,0
Rich Whip,Rich Products Corporation,Processed Foods,0,0,1,CL-01,1.0,0,4000,United States,1,0
Richelieu Foods,Walmart,Multiline and Specialty Retailers & Distributors,0,0,-1,CL-01,0.0,14620902,611300,United States,1,0
Rico Mia,"Great Lakes Cheese Company, Inc.",Processed Foods,0,0,1,CL-01,1.0,0,3400,United States,1,0
Ricrem,Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,United States,1,0
Ridsect,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Right Bites,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Rimmel,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Rindex 3en1,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Rio Cristal,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Rip It,National Beverage Corp.,Non-Alcoholic Beverages,0,0,3,CL-01,1.0,0,1138,United States,1,0
Ris-Fix,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Risella,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Riserva,Sysco,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,78800,United States,1,0
Risqué,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Rite Aid,Rite Aid,Drug Retailers,1,0,-1,CL-01,0.0,319622,5700,United States,1,0
Ritz,"Mondelez International, Inc.",Processed Foods,0,0,1,CL-01,0.0,1185000,28720,United States,1,0
River,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Riverina Angus,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Rivet,Amazon,E-commerce,1,0,-1,CL-01,0.0,17060000,513980,United States,1,0
Road 13,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,United States,1,0
RoastWorks,J.R. Simplot Company,Processed Foods,0,0,1,CL-01,1.0,0,6000,United States,1,0
Roberto Cavalli,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Robertson's,Hain Celestial Group Inc.,Processed Foods,0,0,1,CL-01,0.0,43621,2054,United States,1,0
Rocher,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Rocio,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Rock Green Light,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Rock River Cattle Company,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
Rod's,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
Rodan & Fields,"Rodan & Fields, LLC",Household & Personal Products,0,0,1,CL-01,0.0,336,600,United States,1,0
Roddenberry,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
Rogaine,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Rogaine for Women,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Rold Gold,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Rolling Rock,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Rolo,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Roma Coco,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Rondele,Kraft Heinz,Processed Foods,0,0,1,CL-01,0.0,959333,26042,United States,1,0
Room & Retreat,Meijer Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,20500,United States,1,0
Room Essentials,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Rosa Grande,Hormel Foods Corp.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,657906,11386,United States,1,0
Rosarita,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
RosDee,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Rosé Bae,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Rose's,Keurig,Non-Alcoholic Beverages,0,0,3,CL-01,0.0,323508,12683,United States,1,0
Rosenberger's,HP Hood LLC,Processed Foods,0,0,1,CL-01,1.0,0,2700,United States,1,0
Rotel,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Roundup,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Roundup Ready 2 Xtend,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Rouses Markets,Rouses Markets,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,1490,United States,1,0
Roxie,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Royal,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Royal Canin,"Mars, Incorporated",Processed Foods,0,0,1,CL-01,1.0,0,40000,United States,1,0
Royal Pink,Trident Seafoods Corporation,Processed Foods,0,0,1,CL-01,1.0,0,2550,United States,1,0
Royal Red,Trident Seafoods Corporation,Processed Foods,0,0,1,CL-01,1.0,0,2550,United States,1,0
Royco,Campbell Soup Company,Processed Foods,0,0,1,CL-01,0.0,672061,7635,United States,1,0
Rubinstein's,Trident Seafoods Corporation,Processed Foods,0,0,1,CL-01,1.0,0,2550,United States,1,0
Ruchi Gold,Patanjali Foods,Agricultural Products,0,0,3,CL-01,1.0,0,3669,United States,1,0
Ruffles,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Ruler,Kroger Co.,Food Retailers & Distributors,0,0,3,CL-01,0.0,4894705,42639,United States,1,0
Rumba,Cargill Incorporated,Food Retailers & Distributors,0,0,-1,CL-01,0.0,10706567,165000,United States,1,0
Rumi Spice,Blue Apron,E-commerce,1,0,-1,CL-01,0.0,124000,470,United States,1,0
Runts Candy,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
RusEttes,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Russell Stover,Lindt & Sprungli,Processed Foods,0,0,1,CL-01,0.0,164276,5990,United States,1,0
Russer,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Russo,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
RXBAR,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
S&W,Del Monte Pacific Ltd.,Processed Foods,0,0,1,CL-01,0.0,94877,2300,United States,1,0
S. C. Johnson,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
S.Pellegrino,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Sabritas,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Sabritones,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Safeguard,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Sahil,Patel Brothers,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,50,United States,1,0
Sajiku,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Sak'N Save,Raley's Supermarkets,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,5300,United States,1,0
Sakura,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Salemville,Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,United States,1,0
Sally Hansen,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,United States,1,0
Salmones Antartica,Nissui,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,6000,United States,1,0
Saludães,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Salva Vida,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Salvo,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Sambal,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Sambal Rumahan,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Sampco,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Samuel Adams,"Boston Beer Company, Inc.",Alcoholic Beverages,0,0,3,CL-01,0.0,83299,2058,United States,1,0
Sam’s Club,Walmart,Multiline and Specialty Retailers & Distributors,0,0,-1,CL-01,0.0,14620902,611300,United States,1,0
San Antonio Farms,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
Sanderson Farms,"Sanderson Farms, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,477089,4800,United States,1,0
Sandwich Bros,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Sani-Sure,"Diversey Holdings, Ltd.",Chemicals,1,0,5,CL-01,0.0,24832,2619,United States,1,0
Santa Cruz Organic,J. M. Smucker Company,Processed Foods,0,0,1,CL-01,0.0,208640,7999,United States,1,0
Santa Isabel,Cencosud,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,727466,14283,United States,1,0
Santa Lucia,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Santa Rita,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Santàl,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,6045,United States,1,0
Santitas,"PepsiCo, Inc.",Non-Alcoholic Beverages,0,0,3,CL-01,0.0,4231588,86392,United States,1,0
Saori,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Saputo,Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,United States,1,0
Sara Lee,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Sara Lee (breads),"Bimbo Bakeries USA, Inc.",Processed Foods,0,0,1,CL-01,0.0,1151090,19800,United States,1,0
Sara Lee Snacks,"Bimbo Bakeries USA, Inc.",Processed Foods,0,0,1,CL-01,0.0,1151090,19800,United States,1,0
Saran,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Sargento,Sargento Foods Inc.,Processed Foods,0,0,1,CL-01,1.0,0,1500,United States,1,0
Sarimi,Indofood,Processed Foods,0,0,1,CL-01,1.0,0,7330,United States,1,0
Sarsaya,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Sathers,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Satin,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,United States,1,0
Satinique,Amway Corporation,Household & Personal Products,0,0,1,CL-01,1.0,0,3500,United States,1,0
Satis!,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Satro Quality Drinks,Barry Callebaut,Processed Foods,0,0,1,CL-01,1.0,0,9453,United States,1,0
Saucemaker,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
Sauza,Suntory Holdings Limited,Alcoholic Beverages,0,0,3,CL-01,0.6,843000,20200,United States,1,0
Save Mart,Save Mart Cos.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,4600,United States,1,0
Save Today,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Save-A-Lot,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Save-On-Foods,Save-On-Foods,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,4250,United States,1,0
Savora Sous Vide,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Savoro,Pilgrim's Pride Corporation,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,1466707,14777,United States,1,0
Savvy Minerals,Young Living Essential Oils LC,Household & Personal Products,0,0,1,CL-01,1.0,0,2200,United States,1,0
Sazón,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,United States,1,0
Scentsy,"Scentsy, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,1000,United States,1,0
Schneider’s,Maple Leaf Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,272955,3560,United States,1,0
Schnucks,Schnuck Markets Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,3200,United States,1,0
Schreiber,Schreiber Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,5000,United States,1,0
